text,clean_text,label,binary_label
"saya pernah menghadapi sebuah tantangan atau kegagalan, dan kemudian mulai merasa bahwa saya tidak berbakat atau tidak kompeten dalam aspek tertentu dalam hidup saya .","saya pernah menghadapi sebuah tantangan atau kegagalan, dan kemudian mulai merasa bahwa saya tidak berbakat atau tidak kompeten dalam aspek tertentu dalam hidup saya .",No Distortion,Tidak
"Saya pernah mendapatkan komentar tentang wajah saya yang berjerawat semasa SMA. Walaupun kondisi wajah saya sudah membaik, namun semenjak itu, saya tidak pernah yakin jika orang-orang memuji saya cantik.","saya pernah mendapatkan komentar tentang wajah saya yang berjerawat semasa sma. walaupun kondisi wajah saya sudah membaik, namun semenjak itu, saya tidak pernah yakin jika orang-orang memuji saya cantik.",No Distortion,Tidak
"Jika teman saya tetap diam ketika ada orang yang melakukan perilaku bullying, maka dia juga seorang pelaku intimidasi.","jika teman saya tetap diam ketika ada orang yang melakukan perilaku bullying, maka dia juga seorang pelaku intimidasi.",All-or-nothing,Ya
$Seharusnya saya lebih prepare dalam ujian agar dalam mengerjakan kuis nilai saya memuaskan$,$seharusnya saya lebih prepare dalam ujian agar dalam mengerjakan kuis nilai saya memuaskan$,Should statement,Ya
saya melihat seorang ibu terluka di pingir jalan dan ada seorang pria yang sibuk melihat motornya yang terjadi dan $saya merasa pria itu terlalu kurang ajar.$ ternyata ibu itu menabrak pria itu yg sedang parkir di pinggir jalan.,saya melihat seorang ibu terluka di pingir jalan dan ada seorang pria yang sibuk melihat motornya yang terjadi dan $saya merasa pria itu terlalu kurang ajar.$ ternyata ibu itu menabrak pria itu yg sedang parkir di pinggir jalan.,Mind Reading,Ya
"Saya perna memanggil teman di sebrang jalan tapi dia tidak menjawab panggilan dari saya,dari situ $saya mulai menjauhi nya karena berpikir$ kalau dia tidak menyukai ku, ternyata kata temanku waktu itu ia tidak mendengar panggilanku","saya perna memanggil teman di sebrang jalan tapi dia tidak menjawab panggilan dari saya,dari situ $saya mulai menjauhi nya karena berpikir$ kalau dia tidak menyukai ku, ternyata kata temanku waktu itu ia tidak mendengar panggilanku",Mind Reading,Ya
Saya pribadi yang mencoba terus mengapresiasi diri. Sehingga tiap hasil positif yang saya terima saya anggap tiada kebetulan dan semua itu terjadi karena usaha banyak pihak termasuk saya.,saya pribadi yang mencoba terus mengapresiasi diri. sehingga tiap hasil positif yang saya terima saya anggap tiada kebetulan dan semua itu terjadi karena usaha banyak pihak termasuk saya.,No Distortion,Tidak
"saya yang menjadi korban di atas tsb, karena tidak pakai kacamata juga. dan saya pernah di juteki oleh teman saya di karena kan saya sedang berantem dengan pacar saya di tlpn dan ternyta muka saya masih tersulut emosi😭. dikira saya marah kepadanya","saya yang menjadi korban di atas tsb, karena tidak pakai kacamata juga. dan saya pernah di juteki oleh teman saya di karena kan saya sedang berantem dengan pacar saya di tlpn dan ternyta muka saya masih tersulut emosi😭. dikira saya marah kepadanya",No Distortion,Tidak
Pada saat SMA saya mengikuti suatu kepanitiaan. karena beberapa anggota termasuk saya terlibat dalam masalah internal. sehingga tujuan kepanitiaan tidak tercapai secara maksimal.,pada saat sma saya mengikuti suatu kepanitiaan. karena beberapa anggota termasuk saya terlibat dalam masalah internal. sehingga tujuan kepanitiaan tidak tercapai secara maksimal.,No Distortion,Tidak
"Ketika saya bermain judi, saat itu saya sudah menang banyak dan saya taruhkan semua dalam satu momen.","ketika saya bermain judi, saat itu saya sudah menang banyak dan saya taruhkan semua dalam satu momen.",No Distortion,Tidak
meira selalu mendapat ranking 2 dari smp dia selalu kecewa karena tidak pernah menjadi ranking pertama dikelasnya dan dia selalu merasa apakah tahun depan akan mendapat kesempatan menjadi ranking pertama atau tetep mranking kedua atau malah turun,meira selalu mendapat ranking 2 dari smp dia selalu kecewa karena tidak pernah menjadi ranking pertama dikelasnya dan dia selalu merasa apakah tahun depan akan mendapat kesempatan menjadi ranking pertama atau tetep mranking kedua atau malah turun,No Distortion,Tidak
"Beberapa waktu ketika saya ingin mencoba untuk berteman di lingkungan baru, $saya merasa ditolak untuk terus berinteraksi dengan mereka$","beberapa waktu ketika saya ingin mencoba untuk berteman di lingkungan baru, $saya merasa ditolak untuk terus berinteraksi dengan mereka$",Mind Reading,Ya
Saya mengikuti perlombaan lkti dimana pada lomba tersebut saya mengatakan kata salah yang seharusnya tidak di jelaskan. Setalah perlombaan saya merenung kenapa saya menjelaskan itu seharusnya kan tidak perlu membahas hal tersebut.,saya mengikuti perlombaan lkti dimana pada lomba tersebut saya mengatakan kata salah yang seharusnya tidak di jelaskan. setalah perlombaan saya merenung kenapa saya menjelaskan itu seharusnya kan tidak perlu membahas hal tersebut.,No Distortion,Tidak
Ketika saya mendapat musibah dan merasa stress saya akan merasa hari tersebut adalah hari terburuk yang pernah saya lalui,ketika saya mendapat musibah dan merasa stress saya akan merasa hari tersebut adalah hari terburuk yang pernah saya lalui,No Distortion,Tidak
ketika teman saya meminta tolong dan saya tidak bisa menolong nya,ketika teman saya meminta tolong dan saya tidak bisa menolong nya,No Distortion,Tidak
$saya merasa unggul di bidang seni namun kurang di bidang matematika yg membuat diri saya beranggapan bahwa saya masih bodoh$,$saya merasa unggul di bidang seni namun kurang di bidang matematika yg membuat diri saya beranggapan bahwa saya masih bodoh$,All-or-nothing,Ya
Dalam ujian saya juga pernah merasakan hal tersebut karena saya mendapatkan nilai yang bagus dan teman teman saya juga mendapatkan nilai bagus sehingga saya merasa kalau memang ujian tersebut mudah bukan karena saya bisa. Tetapi saya berpikir lagi kenapa ujian tersebut mudah karena saya bisa atau telah mempersiapkan diri untuk ujian tersebut bukan hanya karena soal yang mudah. Sehingga saya menganggap hal tersebut merupakan hal yang positif untuk diri saya,dalam ujian saya juga pernah merasakan hal tersebut karena saya mendapatkan nilai yang bagus dan teman teman saya juga mendapatkan nilai bagus sehingga saya merasa kalau memang ujian tersebut mudah bukan karena saya bisa. tetapi saya berpikir lagi kenapa ujian tersebut mudah karena saya bisa atau telah mempersiapkan diri untuk ujian tersebut bukan hanya karena soal yang mudah. sehingga saya menganggap hal tersebut merupakan hal yang positif untuk diri saya,No Distortion,Tidak
Saya terus bertanya-tanya apakah saya bisa melupakan kata-kata itu.,saya terus bertanya-tanya apakah saya bisa melupakan kata-kata itu.,Emotional Reasoning,Ya
"Saya mendapatkan nilai rendah waktu ulangan matematika, penyebabnya karna saya tidak belajar dan saya menyalahkan diri saya sendiri karna tidak belajar","saya mendapatkan nilai rendah waktu ulangan matematika, penyebabnya karna saya tidak belajar dan saya menyalahkan diri saya sendiri karna tidak belajar",No Distortion,Tidak
Saya pernah mengikuti lomba dengan tim namun Saya merasa saya penyebab dari tidak kemenangan kami karna saya terlalu egois,saya pernah mengikuti lomba dengan tim namun saya merasa saya penyebab dari tidak kemenangan kami karna saya terlalu egois,Personalization and Blame,Ya
Saya merasa gugup saat melakukan sosialisasi di depan umum. Hal tersebut membuat saya kurang percaya diri jika berbicara di depan umum,saya merasa gugup saat melakukan sosialisasi di depan umum. hal tersebut membuat saya kurang percaya diri jika berbicara di depan umum,No Distortion,Tidak
setelah di terima kuliah pernah terbesit pikiran $seharusnya saya kerja saja setelah tau biaya hidup yang tinggi$ dan ekonomi kedua orang tua yang tidak stabil membuat saya masi takut sampai saat ini,setelah di terima kuliah pernah terbesit pikiran $seharusnya saya kerja saja setelah tau biaya hidup yang tinggi$ dan ekonomi kedua orang tua yang tidak stabil membuat saya masi takut sampai saat ini,Should statement,Ya
Saya pernah merasa gagal karena tidak mendapatkan juara kelas semasa SMA,saya pernah merasa gagal karena tidak mendapatkan juara kelas semasa sma,No Distortion,Tidak
Ketika bermain game online dengan teman dan mengalami kekalahan saya pasti akan membahas kesalahan teman atau sebaliknya dibandingkan membahas poin-poin kemenangan yang sebelumnya saya raih atau teman saya raih.,ketika bermain game online dengan teman dan mengalami kekalahan saya pasti akan membahas kesalahan teman atau sebaliknya dibandingkan membahas poin-poin kemenangan yang sebelumnya saya raih atau teman saya raih.,No Distortion,Tidak
Saya pernah berpikir bahwa ketika saya memenangkan sebuah perlombaan itu adalah hal yang mudah. Karena teman-teman saya juga bisa mendapatkannya. Dan saya tidak berpikir bahwa saya menang karena usaha saya.,saya pernah berpikir bahwa ketika saya memenangkan sebuah perlombaan itu adalah hal yang mudah. karena teman-teman saya juga bisa mendapatkannya. dan saya tidak berpikir bahwa saya menang karena usaha saya.,No Distortion,Tidak
"Ibu saya sering mengkritisi saya, dan hal tersebut melekat di pikiran","ibu saya sering mengkritisi saya, dan hal tersebut melekat di pikiran",No Distortion,Tidak
"Lomba vokal, saya merasa menyalahi diri sendiri karena gugup yang menyebabkan voice crack dan grup kami tidak menang","lomba vokal, saya merasa menyalahi diri sendiri karena gugup yang menyebabkan voice crack dan grup kami tidak menang",Personalization and Blame,Ya
Saya hanya tidak mau terjadi masalah dengan orang yang bisa membuat pemikiran saya menjadi hancur dengan itu,saya hanya tidak mau terjadi masalah dengan orang yang bisa membuat pemikiran saya menjadi hancur dengan itu,No Distortion,Tidak
Sering sekali membesar besarkan masalah padahal itu masalah kecil contohnya batal reuni kelas dan saya selalu mengecilkan potensi diri karena saya sadar saat ini belum mempunyai potensi,sering sekali membesar besarkan masalah padahal itu masalah kecil contohnya batal reuni kelas dan saya selalu mengecilkan potensi diri karena saya sadar saat ini belum mempunyai potensi,No Distortion,Tidak
Saya sudah mengenal diri saya dengan baik. Sehingga saya berani berbicara bahwa walaupun saya berteman dengan orang yang membawa dampak buruk. Saya tidak akan terpengaruh karena saya tau saya seperti apa dan saya akan kembali Ke diri saya yang saya kenal tersebut.,saya sudah mengenal diri saya dengan baik. sehingga saya berani berbicara bahwa walaupun saya berteman dengan orang yang membawa dampak buruk. saya tidak akan terpengaruh karena saya tau saya seperti apa dan saya akan kembali ke diri saya yang saya kenal tersebut.,No Distortion,Tidak
Ketika saya melihat perlombaan dan melihat pemenangnya saya pernah berpikir kenapa dia yang menang dan hanya memikirkan kesalahan dan ketidaklayakan dia untuk tidak menang,ketika saya melihat perlombaan dan melihat pemenangnya saya pernah berpikir kenapa dia yang menang dan hanya memikirkan kesalahan dan ketidaklayakan dia untuk tidak menang,No Distortion,Tidak
"Dulu aku pernah mengalami kejadian melukai seorang anak yang ada hubungan keluarga, saya tidak membuat nya terjatuh. Tetapi $saya merasa bahwa saya penyebab masalah tersebut sehingga saya mengalami trauma$","dulu aku pernah mengalami kejadian melukai seorang anak yang ada hubungan keluarga, saya tidak membuat nya terjatuh. tetapi $saya merasa bahwa saya penyebab masalah tersebut sehingga saya mengalami trauma$",Personalization and Blame,Ya
"ini dari cerita saya sendiri, pada saat ujian di SMA saya mendapatkan nilai yang sudah lumayan (87) namun pada saat itu saya berfikir seharusnya, saya menjawab pertanyaan nomor itu dengan jawaban ini, dan itu menjadi sebuah penyesalan","ini dari cerita saya sendiri, pada saat ujian di sma saya mendapatkan nilai yang sudah lumayan (87) namun pada saat itu saya berfikir seharusnya, saya menjawab pertanyaan nomor itu dengan jawaban ini, dan itu menjadi sebuah penyesalan",No Distortion,Tidak
"ketika saya ikut paduan suara di gereja, saya merasa tidak pantas menjadi bagian dari paduan suara tersebut dan merasa $saya seharusnya tidak pernah bergabung dengan paduan suara tersebut$ dan merasa sangat tidak nyaman selama masa saya di paduan suara tersebut","ketika saya ikut paduan suara di gereja, saya merasa tidak pantas menjadi bagian dari paduan suara tersebut dan merasa $saya seharusnya tidak pernah bergabung dengan paduan suara tersebut$ dan merasa sangat tidak nyaman selama masa saya di paduan suara tersebut",Should statement,Ya
Say sering mendengarkan perkataan buruk seseorang tentang saya,say sering mendengarkan perkataan buruk seseorang tentang saya,No Distortion,Tidak
"Waktu itu ketika saya gagal dalam utbk saya merasa gagal karena menurut saya hanya orang-orang sukses yang mampu lolos dan di terima di PTN yang di inginkan, dan ketika $saya tidak di terima di PTN yang saya inginkan saya merasa gagal dan tidak pantas.$","waktu itu ketika saya gagal dalam utbk saya merasa gagal karena menurut saya hanya orang-orang sukses yang mampu lolos dan di terima di ptn yang di inginkan, dan ketika $saya tidak di terima di ptn yang saya inginkan saya merasa gagal dan tidak pantas.$",Magnification or Minimization,Ya
Saya serimg bertemu orang yang kesan pertamannya asik tapi lama kelamaan ternyata dia orang cuek,saya serimg bertemu orang yang kesan pertamannya asik tapi lama kelamaan ternyata dia orang cuek,No Distortion,Tidak
"Ketika mendapatkan informasi, perlunya teliti baik bawah apa ini informasi yang benar apa hoax","ketika mendapatkan informasi, perlunya teliti baik bawah apa ini informasi yang benar apa hoax",No Distortion,Tidak
Saya sering memfilter informasi yang disebarkan oleh media sosial atau artikel berita yang ada di internet.,saya sering memfilter informasi yang disebarkan oleh media sosial atau artikel berita yang ada di internet.,No Distortion,Tidak
"Saya mengikuti MBKM magang bersama teman saya ,mengurus berkas dan menjalani proses bersama namun teman saya saja yang masuk dalam magang,saya tidak tetapi saya ingin masuk juga .","saya mengikuti mbkm magang bersama teman saya ,mengurus berkas dan menjalani proses bersama namun teman saya saja yang masuk dalam magang,saya tidak tetapi saya ingin masuk juga .",No Distortion,Tidak
Saya pernah melihat orang beragama yang mendatangi banyak orang untuk memberi semacam brosur $saya berfikir mereka memaksa orang orang untuk masuk ke agama mereka$ padahal mereka hanya menawarkan bantuan berupa sedekah untuk membantu orang-orang,saya pernah melihat orang beragama yang mendatangi banyak orang untuk memberi semacam brosur $saya berfikir mereka memaksa orang orang untuk masuk ke agama mereka$ padahal mereka hanya menawarkan bantuan berupa sedekah untuk membantu orang-orang,Mind Reading,Ya
"Saya selalu $melabelkan diri saya sebagai orang yang tidak konsisten, pesimis, penakut.$","saya selalu $melabelkan diri saya sebagai orang yang tidak konsisten, pesimis, penakut.$",Labeling,Ya
