text,clean_text,label,label_final,binary_label,label_merge
"saya harus perfect ketika mengerjakan sesuatu apapun itu, karena saya merasa ada yang kurang jika menyelesaikan dengan konsep yang penting jadi. disana $saya harus berusaha menyelesaikan dengan perfect$","saya harus perfect ketika mengerjakan sesuatu apapun itu, karena saya merasa ada yang kurang jika menyelesaikan dengan konsep yang penting jadi. disana $saya harus berusaha menyelesaikan dengan perfect$",Should statement,Should statement,Ya,Should statement → Ya
"Saya mengajak teman saya pergi, namun dia bilang belum bisa ikut, tapi $saya sudah merasa dia sedang menjauhi saya dan saya merasa dia sedang marah ke saya$","saya mengajak teman saya pergi, namun dia bilang belum bisa ikut, tapi $saya sudah merasa dia sedang menjauhi saya dan saya merasa dia sedang marah ke saya$",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
Aku merasa aku diabaikan.,aku merasa aku diabaikan.,Emotional Reasoning,Personalization and Blame,Ya,Emotional Reasoning → Ya
Tidak pernah berpikir seperti itu,tidak pernah berpikir seperti itu,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ketika tidak diterima dalam seleksi lomba, ketika ada seleksi berikutnya menjadi pesimis.","ketika tidak diterima dalam seleksi lomba, ketika ada seleksi berikutnya menjadi pesimis.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
$Saat saya memasak saya salah memasukan campuran saya merasa seperti itu kesalahan terbesar$,$saat saya memasak saya salah memasukan campuran saya merasa seperti itu kesalahan terbesar$,Magnification or Minimization,Mental filter,Ya,Magnification or Minimization → Ya
saat ujian sekolah saya pernah merasa bahwa nilai saya tidak begitu bagus tapi saya juga merasa pd akan nilai bagus.,saat ujian sekolah saya pernah merasa bahwa nilai saya tidak begitu bagus tapi saya juga merasa pd akan nilai bagus.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Tidak pernah. Saya selalu bersyukur dengan setiap kejadian positif yang saya alami.,tidak pernah. saya selalu bersyukur dengan setiap kejadian positif yang saya alami.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"$saya selalu berpikir bahwa saya org yang menyusahkan org lain$, walaypun org lain tdk merasakan itu","$saya selalu berpikir bahwa saya org yang menyusahkan org lain$, walaypun org lain tdk merasakan itu",Labeling,All-or-nothing,Ya,Labeling → Ya
"suatu kali saya mengikuti wawancara kerja yang tidak berjalan sesuai harapan. $Meskipun sebagian besar pertanyaan dijawab dengan baik, saya terjebak pada satu pertanyaan yang tidak bisa saya jawab dengan sempurna. Setelah wawancara, saya terus-menerus memikirkan kesalahan itu$ dan merasa bahwa ini adalah tanda bahwa wawancara itu sepenuhnya gagal.","suatu kali saya mengikuti wawancara kerja yang tidak berjalan sesuai harapan. $meskipun sebagian besar pertanyaan dijawab dengan baik, saya terjebak pada satu pertanyaan yang tidak bisa saya jawab dengan sempurna. setelah wawancara, saya terus-menerus memikirkan kesalahan itu$ dan merasa bahwa ini adalah tanda bahwa wawancara itu sepenuhnya gagal.",Mental filter,Mental filter,Ya,Mental filter → Ya
"$Saya sering menyalahkan diri saya sendiri jika seorang teman tiba-tiba berubah mood atau menjadi sedih$, karena saya menganggap perkataan atau perbuatan saya menyinggung dia.","$saya sering menyalahkan diri saya sendiri jika seorang teman tiba-tiba berubah mood atau menjadi sedih$, karena saya menganggap perkataan atau perbuatan saya menyinggung dia.",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"-, saya tidak pernah baper ketika dibercandai","-, saya tidak pernah baper ketika dibercandai",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Adik saya telat ke gereja karena sy keluar pakai motor kelamaan,adik saya telat ke gereja karena sy keluar pakai motor kelamaan,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ketika saya bertengkar dengan orang yang saya sayang, saya merasa $saya seharusnya memberikan upaya untuk memperbaikinya$. Tapi kenyataanya saya tidak melakukan apapun hingga akhirnya semuanya terlambat dan sudah terlalu canggung","ketika saya bertengkar dengan orang yang saya sayang, saya merasa $saya seharusnya memberikan upaya untuk memperbaikinya$. tapi kenyataanya saya tidak melakukan apapun hingga akhirnya semuanya terlambat dan sudah terlalu canggung",Should statement,Should statement,Ya,Should statement → Ya
"Ketika saya memberikan pendapat, beberapa orang ada yang menyukai ide dan pendapat saya. Namun ada juga yang memberi komentar sebagai masukan. $Saya sering overthingking dan lebih fokus kepada permasalahan yang di kritik bukan kepada pujian atau compliment.$","ketika saya memberikan pendapat, beberapa orang ada yang menyukai ide dan pendapat saya. namun ada juga yang memberi komentar sebagai masukan. $saya sering overthingking dan lebih fokus kepada permasalahan yang di kritik bukan kepada pujian atau compliment.$",Mental filter,Mental filter,Ya,Mental filter → Ya
aku kadang kesal kepada temanku yang saat tidak mengerti bercandaanku,aku kadang kesal kepada temanku yang saat tidak mengerti bercandaanku,No Distortion,No Distortion,Tidak,No Distortion → Tidak
dita orang yang kurang tanggung jawab karna lepas kewajiban dalam organisasinya,dita orang yang kurang tanggung jawab karna lepas kewajiban dalam organisasinya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya pernah mendapat kabar dari teman saya bahwa saya sedang disukai oleh seorang wanita di sekolah, saya merasa bangga dan saya merasa percaya diri mendengarnya. namun teman saya yg satunya menyela bahwa ternyata juga banyak wanita yg suka membicarakan saya di belakang saya mengungkit-ungkit kejelakan saya. disitulah saya merasa diri $saya belum pantas bersanding dengan wanita$","saya pernah mendapat kabar dari teman saya bahwa saya sedang disukai oleh seorang wanita di sekolah, saya merasa bangga dan saya merasa percaya diri mendengarnya. namun teman saya yg satunya menyela bahwa ternyata juga banyak wanita yg suka membicarakan saya di belakang saya mengungkit-ungkit kejelakan saya. disitulah saya merasa diri $saya belum pantas bersanding dengan wanita$",Labeling,All-or-nothing,Ya,Labeling → Ya
"Ketika teman saya yang biasanya selalu chat saya untuk curhat, tiba-tiba jarang chat saya lagi, $saya pikir sudah tidak nyaman cerita dengan saya$. Ketika saya tanya, ternyata dia takut mengganggu saya.","ketika teman saya yang biasanya selalu chat saya untuk curhat, tiba-tiba jarang chat saya lagi, $saya pikir sudah tidak nyaman cerita dengan saya$. ketika saya tanya, ternyata dia takut mengganggu saya.",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Saat saya merasa bahwa saya gagal adalah saat di suatu kerja kelompok, saya gagal membuat tim menjadi yang terbaik","saat saya merasa bahwa saya gagal adalah saat di suatu kerja kelompok, saya gagal membuat tim menjadi yang terbaik",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Tahun ini saya lolos tes PTN pilihan kedua, ada rasa kecewa tapi ada juga rasa bahagia karena telah diterima. Orang tua saya pun ikut bangga dan bahagia karena saya lolos, $namun saya merasa bahwa saya tidak semembanggakan itu karena saya lolos pilihan kedua$","tahun ini saya lolos tes ptn pilihan kedua, ada rasa kecewa tapi ada juga rasa bahagia karena telah diterima. orang tua saya pun ikut bangga dan bahagia karena saya lolos, $namun saya merasa bahwa saya tidak semembanggakan itu karena saya lolos pilihan kedua$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"Ketika saya berusaha untuk membuat teman dan berusaha untuk sopan tetapi malah diperlakukan semena-mena membuat saya tidak yakin untuk mengawali pembicaraan lagi, terutama perkenalan.","ketika saya berusaha untuk membuat teman dan berusaha untuk sopan tetapi malah diperlakukan semena-mena membuat saya tidak yakin untuk mengawali pembicaraan lagi, terutama perkenalan.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Seperti di contoh saya juga pernah merasakan hal yang sama, $saya pernah merasakan nhlai yang saya raih itu bukan hal yang patut dibanggakan, hal tersebut dikarenakan soalnya yang mudah$","seperti di contoh saya juga pernah merasakan hal yang sama, $saya pernah merasakan nhlai yang saya raih itu bukan hal yang patut dibanggakan, hal tersebut dikarenakan soalnya yang mudah$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
lulus utbk dan di terima di universitas adalah $salah satu hal yang saya anggap keberuntungan$ bukan karena kerja keras saya,lulus utbk dan di terima di universitas adalah $salah satu hal yang saya anggap keberuntungan$ bukan karena kerja keras saya,Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"Saya menyelesaina ulangan dengan baguss dan mendapat nilai yg tinggi,tapi pas ujiannnn nilai saya tidak sesuai harapann","saya menyelesaina ulangan dengan baguss dan mendapat nilai yg tinggi,tapi pas ujiannnn nilai saya tidak sesuai harapann",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saat banyak orang mengatakan saya rajin tapi ada seseorang yang mengatakan sebaliknya,saat banyak orang mengatakan saya rajin tapi ada seseorang yang mengatakan sebaliknya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya pernah mendekati perkumpulan teman yang terdapat senior didalamnya. Pada suatu momen mereka berfoto bersama dan saya ikut bergabung. Awalnya mereka tidak berkomentar apapun saat saya bergabung. Dan setelahnya mereka membuat story di WhatsApp dan meng-upload foto bersama tanpa ada saya di dalamnya. $Saat itu saya merasa mereka tidak mau benar-benar berteman dengan saya dan sekan saya tidak masuk ke dalam kriteria teman mereka.$,saya pernah mendekati perkumpulan teman yang terdapat senior didalamnya. pada suatu momen mereka berfoto bersama dan saya ikut bergabung. awalnya mereka tidak berkomentar apapun saat saya bergabung. dan setelahnya mereka membuat story di whatsapp dan meng-upload foto bersama tanpa ada saya di dalamnya. $saat itu saya merasa mereka tidak mau benar-benar berteman dengan saya dan sekan saya tidak masuk ke dalam kriteria teman mereka.$,Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Pada masa pengenalan lingkungan sekolah, ada satu kejadian yang dimana ada kesalahan yang saya rasa bukan kesalahan saya tetapi semuanya seperti menyalahkan saya. Dan saya sering terus teringat dan merasa bersalah atas kejadian tersebut.","pada masa pengenalan lingkungan sekolah, ada satu kejadian yang dimana ada kesalahan yang saya rasa bukan kesalahan saya tetapi semuanya seperti menyalahkan saya. dan saya sering terus teringat dan merasa bersalah atas kejadian tersebut.",Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
$Saya pernah melabeli orang lain aneh/lola$ karena cara dia berkomunikasi yang tidak nyambung dengan orang orang sekitarnya. Saya juga pernah mengatakan kata gebleg/goblog pada diri saya karena saya merasa saya gagal melakukan hal tersebut,$saya pernah melabeli orang lain aneh/lola$ karena cara dia berkomunikasi yang tidak nyambung dengan orang orang sekitarnya. saya juga pernah mengatakan kata gebleg/goblog pada diri saya karena saya merasa saya gagal melakukan hal tersebut,Labeling,All-or-nothing,Ya,Labeling → Ya
Suatu hari saya mengikuti lomba band bersama teman saya ketika itu penampilan baik baik saja tetapi ada penilaian dari juri yang membuat kami kurang yakin untuk terus maju bahwa kami bisa tapi dari kurang yakin tersebut pastinya akan terus berusaha lebih baik lagi.,suatu hari saya mengikuti lomba band bersama teman saya ketika itu penampilan baik baik saja tetapi ada penilaian dari juri yang membuat kami kurang yakin untuk terus maju bahwa kami bisa tapi dari kurang yakin tersebut pastinya akan terus berusaha lebih baik lagi.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
$Saya menerika cukup banyak pujian atas presentasi serta pembuatan paper yang saya buat namun ada sedikit kekurangan yang disampaikan oleh dosen namun itu bukanlah kesalahan yang fatal namun saya terus memikirkan kenapa saya bisa melakukan sedikit kesalahan tersebut$ padahal saya membuatnya dengan sangat teliti,$saya menerika cukup banyak pujian atas presentasi serta pembuatan paper yang saya buat namun ada sedikit kekurangan yang disampaikan oleh dosen namun itu bukanlah kesalahan yang fatal namun saya terus memikirkan kenapa saya bisa melakukan sedikit kesalahan tersebut$ padahal saya membuatnya dengan sangat teliti,Mental filter,Mental filter,Ya,Mental filter → Ya
"Saya tidak ingat pernah berpikir negatif, saya tidak bisa mengingat sesuatu seperti itu.","saya tidak ingat pernah berpikir negatif, saya tidak bisa mengingat sesuatu seperti itu.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
karena 2 semester berturut-turut di kelas 1 SMP $saya mendapat nilai 70-an untuk mata pelajaran IPA saya jadi berpikir bahwa saya akan terus mendapat nilai jelek untuk mata pelajaran tersebut$,karena 2 semester berturut-turut di kelas 1 smp $saya mendapat nilai 70-an untuk mata pelajaran ipa saya jadi berpikir bahwa saya akan terus mendapat nilai jelek untuk mata pelajaran tersebut$,Overgeneralization,Jumping to Conclusions,Ya,Overgeneralization → Ya
Saya sering dikatakan disiplin tapi saya juga sering dikatakan pemalas dikarenakan tidak keluar kamar??,saya sering dikatakan disiplin tapi saya juga sering dikatakan pemalas dikarenakan tidak keluar kamar??,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya sudah sangat aktif dalam suatu mata kuliah namun nilai akhir hanya mendapat 79 (B+), dan syarat untuk menjadi A harus menjual apple watch milik dosen","saya sudah sangat aktif dalam suatu mata kuliah namun nilai akhir hanya mendapat 79 (b+), dan syarat untuk menjadi a harus menjual apple watch milik dosen",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Ketika saya berada dalam sebuah kegiatan dan saya tidak diterima di kegiatan tersebut saya mulai merasakan penolakan atau kejadian negatif.,ketika saya berada dalam sebuah kegiatan dan saya tidak diterima di kegiatan tersebut saya mulai merasakan penolakan atau kejadian negatif.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"diterima snmptn tahun lalu, portofolio saya di approve dan saya diterima di istitusi tsb, namun saya harus mengundurkan diri sebelum sempat kesana","diterima snmptn tahun lalu, portofolio saya di approve dan saya diterima di istitusi tsb, namun saya harus mengundurkan diri sebelum sempat kesana",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"temanku jatoh dr motor gara gara licin , sblm itu saya yang nantang bawa motor jd mrasa bersalah.","temanku jatoh dr motor gara gara licin , sblm itu saya yang nantang bawa motor jd mrasa bersalah.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
saya pernah juga menyapa teman dari kejauhan tetapi teman saya tidak membalasnya saya pikir dia marah sama saya tapi ternyata dia tidak melihat saya,saya pernah juga menyapa teman dari kejauhan tetapi teman saya tidak membalasnya saya pikir dia marah sama saya tapi ternyata dia tidak melihat saya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
